ticker,company,ipo_date,offer_price,sector,total_proceeds_m
TWKS,"Thoughtworks Holding, Inc.",2021-09-15,21.0,Unknown,100.0
PRCT,PROCEPT BioRobotics Corporation,2021-09-15,25.0,Healthcare,100.0
ONON,On Holding AG,2021-09-15,24.0,Consumer Cyclical,100.0
DICE,"DICE Therapeutics, Inc.",2021-09-15,17.0,Unknown,100.0
DH,Definitive Healthcare Corp.,2021-09-15,27.0,Healthcare,100.0
BROS,Dutch Bros Inc.,2021-09-15,23.0,Consumer Cyclical,100.0
KTTA,Pasithea Therapeutics Corp.,2021-09-15,5.0,Healthcare,100.0
FORG,"ForgeRock, Inc.",2021-09-16,25.0,Unknown,100.0
ACT,"Enact Holdings, Inc.",2021-09-16,19.0,Financial Services,100.0
FRSH,Freshworks Inc.,2021-09-22,36.0,Technology,100.0
AKA,a.k.a. Brands Holding Corp.,2021-09-22,11.0,Consumer Cyclical,100.0
TOST,"Toast, Inc.",2021-09-22,40.0,Technology,870.0
STER,Sterling Check Corp.,2021-09-23,23.0,Unknown,100.0
SOVO,"Sovos Brands, Inc.",2021-09-23,12.0,Unknown,100.0
RELY,"Remitly Global, Inc.",2021-09-23,43.0,Technology,100.0
ESMT,"EngageSmart, Inc.",2021-09-23,26.0,Unknown,100.0
BRLT,"Brilliant Earth Group, Inc.",2021-09-23,12.0,Consumer Cyclical,100.0
ARBK,Argo Blockchain plc,2021-09-23,15.0,Financial Services,100.0
CWAN,"Clearwater Analytics Holdings, Inc.",2021-09-24,18.0,Technology,100.0
AMPL,"Amplitude, Inc.",2021-09-28,35.0,Technology,100.0
WRBY,Warby Parker Inc.,2021-09-29,40.0,Healthcare,100.0
OLPX,"Olaplex Holdings, Inc.",2021-09-30,21.0,Consumer Cyclical,100.0
FWRG,"First Watch Restaurant Group, Inc.",2021-10-01,18.0,Consumer Cyclical,100.0
EXAI,Exscientia plc,2021-10-01,22.0,Unknown,100.0
TDCX,"TDCX, Inc.",2021-10-01,18.0,Unknown,100.0
PYXS,"Pyxis Oncology, Inc.",2021-10-01,16.0,Healthcare,100.0
NVEI,Nuvei Corporation,2021-10-06,123.14,Unknown,100.0
THRX,"Theseus Pharmaceuticals, Inc.",2021-10-07,16.0,Unknown,100.0
TCN,Tricon Residential Inc.,2021-10-07,12.4,Unknown,100.0
LTH,"Life Time Group Holdings, Inc.",2021-10-07,18.0,Consumer Cyclical,100.0
ISO,IsoPlexis Corporation,2021-10-08,15.0,Unknown,100.0
CGTX,"Cognition Therapeutics, Inc.",2021-10-08,12.0,Healthcare,100.0
AVDX,"AvidXchange Holdings, Inc.",2021-10-13,25.0,Unknown,100.0
LUCD,Lucid Diagnostics Inc.,2021-10-14,14.0,Healthcare,100.0
IHS,IHS Holding Limited,2021-10-14,21.0,Real Estate,100.0
GTLB,GitLab Inc.,2021-10-14,77.0,Technology,100.0
INKT,"MiNK Therapeutics, Inc.",2021-10-15,12.0,Healthcare,100.0
FNA,"Paragon 28, Inc.",2021-10-15,16.0,Unknown,100.0
CNTX,Context Therapeutics Inc.,2021-10-20,5.0,Healthcare,100.0
SDIG,"Stronghold Digital Mining, Inc.",2021-10-20,19.0,Unknown,100.0
CYN,Cyngn Inc.,2021-10-20,7.5,Technology,100.0
VTYX,"Ventyx Biosciences, Inc.",2021-10-21,16.0,Healthcare,100.0
RWAY,Runway Growth Finance Corp.,2021-10-21,14.6,Financial Services,100.0
PTLO,Portillo's Inc.,2021-10-21,20.0,Consumer Cyclical,100.0
ENFN,"Enfusion, Inc.",2021-10-21,17.0,Unknown,100.0
COCO,"The Vita Coco Company, Inc.",2021-10-21,15.0,Consumer Defensive,100.0
XLO,"Xilio Therapeutics, Inc.",2021-10-22,16.0,Healthcare,100.0
UTRS,"Minerva Surgical, Inc.",2021-10-22,12.0,Healthcare,100.0
ARIS,"Aris Water Solutions, Inc.",2021-10-22,13.0,Basic Materials,100.0
AIP,"Arteris, Inc.",2021-10-27,14.0,Technology,100.0
RENT,"Rent the Runway, Inc.",2021-10-27,21.0,Consumer Cyclical,100.0
INFA,Informatica Inc.,2021-10-27,29.0,Unknown,100.0
GFS,GLOBALFOUNDRIES Inc.,2021-10-28,47.0,Technology,100.0
FLNC,"Fluence Energy, Inc.",2021-10-28,28.0,Utilities,100.0
DTC,"Solo Brands, Inc.",2021-10-28,17.0,Unknown,100.0
AURA,"Aura Biosciences, Inc.",2021-10-29,14.0,Healthcare,100.0
BFRI,Biofrontera Inc.,2021-10-29,5.0,Healthcare,100.0
AIRS,"AirSculpt Technologies, Inc.",2021-10-29,11.0,Healthcare,100.0
TRDA,"Entrada Therapeutics, Inc.",2021-10-29,20.0,Healthcare,100.0
UDMY,"Udemy, Inc.",2021-10-29,29.0,Consumer Defensive,100.0
SONX,"Sonendo, Inc.",2021-10-29,12.0,Healthcare,100.0
LIANY,LianBio,2021-11-01,16.0,Healthcare,100.0
CMTG,"Claros Mortgage Trust, Inc.",2021-11-03,18.65,Real Estate,100.0
BIRD,"Allbirds, Inc.",2021-11-03,15.0,Consumer Cyclical,100.0
NRDS,"NerdWallet, Inc.",2021-11-04,18.0,Communication Services,100.0
MDXH,MDxHealth SA,2021-11-04,13.46,Healthcare,100.0
EVO,Evotec SE,2021-11-04,26.16,Healthcare,100.0
CDRE,"Cadre Holdings, Inc.",2021-11-04,13.0,Industrials,100.0
ARHS,"Arhaus, Inc.",2021-11-04,13.0,Consumer Cyclical,100.0
CIAN,Cian PLC,2021-11-05,16.0,Unknown,100.0
RGF,Rio Grande Forestal (RIVERFOREST) S.A.,2021-11-05,12.0,Unknown,100.0
IOBT,"IO Biotech, Inc.",2021-11-05,14.0,Healthcare,100.0
TCBX,"Third Coast Bancshares, Inc.",2021-11-09,25.0,Financial Services,100.0
SOPA,Society Pass Incorporated,2021-11-09,9.0,Communication Services,100.0
RIVN,"Rivian Automotive, Inc.",2021-11-10,78.0,Consumer Cyclical,13700.0
EXFY,"Expensify, Inc.",2021-11-10,27.0,Technology,100.0
CINT,CI&T Inc.,2021-11-10,15.0,Technology,100.0
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",2021-11-11,16.0,Consumer Cyclical,100.0
PIK,Kidpik Corp.,2021-11-11,8.5,Unknown,100.0
BEAT,"HeartBeam, Inc.",2021-11-11,6.0,Healthcare,100.0
VAXX,"Vaxxinity, Inc.",2021-11-11,13.0,Healthcare,100.0
TIVC,"Tivic Health Systems, Inc.",2021-11-11,5.0,Healthcare,100.0
WEAV,"Weave Communications, Inc.",2021-11-11,24.0,Healthcare,100.0
BLZE,"Backblaze, Inc.",2021-11-11,16.0,Technology,100.0
WBEV,"Winc, Inc.",2021-11-11,13.0,Unknown,100.0
MYNA,Mynaric AG,2021-11-12,17.48,Unknown,100.0
BTBD,"BT Brands, Inc.",2021-11-12,5.0,Consumer Cyclical,100.0
USER,"UserTesting, Inc.",2021-11-17,14.0,Unknown,100.0
IREN,IREN Limited,2021-11-17,28.0,Financial Services,100.0
BRZE,"Braze, Inc.",2021-11-17,65.0,Technology,483.0
SG,"Sweetgreen, Inc.",2021-11-18,28.0,Consumer Cyclical,100.0
FINW,FinWise Bancorp,2021-11-19,10.5,Financial Services,100.0
AHI,Advanced Human Imaging Limited,2021-11-19,10.5,Unknown,100.0
CING,Cingulate Inc.,2021-12-08,6.0,Healthcare,100.0
REFI,"Chicago Atlantic Real Estate Finance, Inc.",2021-12-08,16.0,Real Estate,100.0
NRSN,NeuroSense Therapeutics Ltd.,2021-12-09,6.0,Healthcare,100.0
HCP,"HashiCorp, Inc.",2021-12-09,80.0,Unknown,100.0
NU,Nu Holdings Ltd.,2021-12-09,9.0,Financial Services,100.0
IOT,Samsara Inc.,2021-12-15,23.0,Technology,100.0
GNTA,Genenta Science S.p.A.,2021-12-15,11.5,Healthcare,100.0
SANG,Sangoma Technologies Corporation,2021-12-16,22.68,Technology,100.0
IMMX,"Immix Biopharma, Inc.",2021-12-16,5.0,Healthcare,100.0
BNOX,Bionomics Limited,2021-12-16,15.45,Unknown,100.0
NXGL,"NEXGEL, Inc.",2021-12-22,5.5,Healthcare,100.0
AMLX,"Amylyx Pharmaceuticals, Inc.",2022-01-07,19.0,Healthcare,100.0
VIGL,"Vigil Neuroscience, Inc.",2022-01-07,14.0,Unknown,100.0
CINC,"CinCor Pharma, Inc.",2022-01-07,16.0,Unknown,100.0
TPG,TPG Inc.,2022-01-13,29.5,Financial Services,100.0
FGI,FGI Industries Ltd.,2022-01-25,6.0,Consumer Cyclical,100.0
NVCT,"Nuvectis Pharma, Inc.",2022-02-04,5.0,Healthcare,100.0
ACLX,"Arcellx, Inc.",2022-02-04,15.0,Healthcare,100.0
SKYX,SKYX Platforms Corp.,2022-02-10,14.0,Industrials,100.0
HTCR,"HeartCore Enterprises, Inc.",2022-02-10,5.0,Technology,100.0
MDV,"Modiv Industrial, Inc.",2022-02-11,25.0,Real Estate,100.0
DRCT,"Direct Digital Holdings, Inc.",2022-02-11,5.5,Communication Services,100.0
ONCO,"Onconetix, Inc.",2022-02-18,9.0,Healthcare,100.0
ANTX,"AN2 Therapeutics, Inc.",2022-03-25,15.0,Healthcare,100.0
XPON,Expion360 Inc.,2022-04-01,7.0,Industrials,100.0
GNS,Genius Group Limited,2022-04-12,6.0,Consumer Defensive,100.0
EE,"Excelerate Energy, Inc.",2022-04-13,24.0,Energy,100.0
TNON,"Tenon Medical, Inc.",2022-04-27,5.0,Healthcare,100.0
HLVX,"HilleVax, Inc.",2022-04-29,17.0,Unknown,100.0
BLTE,"Belite Bio, Inc",2022-04-29,6.0,Healthcare,100.0
EDBL,Edible Garden AG Incorporated,2022-05-05,5.0,Consumer Defensive,100.0
PEPG,PepGen Inc.,2022-05-06,12.0,Healthcare,100.0
BLCO,Bausch + Lomb Corporation,2022-05-06,18.0,Healthcare,100.0
HNVR,"Hanover Bancorp, Inc.",2022-05-11,21.0,Financial Services,100.0
PFHC,ProFrac Holding Corp.,2022-05-13,18.0,Unknown,100.0
ACDC,ProFrac Holding Corp.,2022-05-13,18.0,Energy,100.0
BGXX,Bright Green Corporation,2022-05-17,8.0,Unknown,100.0
BNRG,Brenmiller Energy Ltd,2022-05-24,5.18,Utilities,100.0
TOP,TOP Financial Group Limited,2022-06-01,5.0,Financial Services,100.0
SVRE,SaverOne 2014 Ltd.,2022-06-03,5.8,Technology,100.0
PEV,Phoenix Motor Inc.,2022-06-08,7.5,Unknown,100.0
IE,Ivanhoe Electric Inc.,2022-06-28,11.75,Basic Materials,100.0
NA,Nano Labs Ltd,2022-07-12,11.5,Technology,100.0
HKD,AMTD Digital Inc.,2022-07-15,7.8,Technology,100.0
VRAX,Virax Biolabs Group Limited,2022-07-21,5.0,Healthcare,100.0
MAIA,"MAIA Biotechnology, Inc.",2022-07-28,5.0,Healthcare,100.0
REBN,"Reborn Coffee, Inc.",2022-08-12,5.0,Consumer Cyclical,100.0
FRZA,"Forza X1, Inc.",2022-08-12,5.0,Unknown,100.0
LUCY,"Lucyd, Inc",2022-08-15,7.5,Healthcare,100.0
GCT,GigaCloud Technology Inc.,2022-08-18,12.25,Technology,100.0
JZ,Jianzhi Education Technology Group Company Limited,2022-08-26,5.0,Technology,100.0
PXMD,"PaxMedica, Inc.",2022-08-26,5.25,Healthcare,100.0
ONFO,"Onfolio Holdings, Inc.",2022-08-26,5.0,Communication Services,100.0
HPCO,"Hempacco Co., Inc.",2022-08-30,6.0,Consumer Defensive,100.0
SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",2022-08-31,8.13,Healthcare,100.0
BIAF,"bioAffinity Technologies, Inc.",2022-09-01,6.13,Healthcare,100.0
THRD,"Third Harmonic Bio, Inc.",2022-09-15,17.0,Unknown,100.0
CRBG,"Corebridge Financial, Inc.",2022-09-15,21.0,Financial Services,100.0
NXU,"Nxu, Inc.",2022-09-27,27.5,Unknown,100.0
LASE,Laser Photonics Corporation,2022-09-30,5.0,Industrials,100.0
PRME,"Prime Medicine, Inc.",2022-10-20,17.0,Healthcare,100.0
MBLY,Mobileye Global Inc.,2022-10-26,21.0,Consumer Cyclical,100.0
SNAL,"Snail, Inc.",2022-11-10,5.0,Communication Services,100.0
ATAT,Atour Lifestyle Holdings Limited,2022-11-11,11.0,Consumer Cyclical,100.0
ACRV,"Acrivon Therapeutics, Inc.",2022-11-15,12.5,Healthcare,100.0
LIPO,Lipella Pharmaceuticals Inc.,2022-12-20,5.75,Healthcare,100.0
COYA,"Coya Therapeutics, Inc.",2022-12-29,5.0,Healthcare,100.0
SKWD,"Skyward Specialty Insurance Group, Inc.",2023-01-13,15.0,Financial Services,100.0
MGOL,MGO Global Inc.,2023-01-13,5.0,Unknown,100.0
CVKD,"Cadrenal Therapeutics, Inc.",2023-01-20,5.0,Healthcare,100.0
GNLX,Genelux Corporation,2023-01-26,6.0,Healthcare,100.0
TXO,"TXO Partners, L.P.",2023-01-27,20.0,Energy,100.0
BREA,Brera Holdings PLC,2023-01-27,5.0,Unknown,100.0
GPCR,Structure Therapeutics Inc.,2023-02-03,15.0,Healthcare,100.0
ASST,"Strive Asset Management, LLC",2023-02-03,5.0,Financial Services,100.0
NXT,Nextpower Inc.,2023-02-09,24.0,Technology,100.0
HSAI,Hesai Group,2023-02-09,19.0,Consumer Cyclical,100.0
MLYS,"Mineralys Therapeutics, Inc.",2023-02-10,16.0,Healthcare,100.0
ENLT,Enlight Renewable Energy Ltd,2023-02-10,18.0,Utilities,100.0
BFRG,"Bullfrog AI Holdings, Inc.",2023-02-14,6.5,Healthcare,100.0
AIXI,Xiao-I Corporation,2023-03-09,6.8,Technology,100.0
AESI,Atlas Energy Solutions Inc.,2023-03-09,18.0,Energy,100.0
ICG,Intchains Group Limited,2023-03-16,8.0,Technology,100.0
ZJYL,Jin Medical International Ltd.,2023-03-28,8.0,Healthcare,100.0
HSHP,Himalaya Shipping Ltd.,2023-03-31,5.8,Industrials,100.0
HKIT,Hitek Global Inc.,2023-03-31,5.0,Technology,100.0
SYT,Softing AG,2023-03-31,8.0,Unknown,100.0
ISPR,Ispire Technology Inc.,2023-04-04,7.0,Consumer Defensive,100.0
UCAR,U Power Limited,2023-04-20,6.0,Consumer Cyclical,100.0
WLGS,"Wang & Lee Group, Inc.",2023-04-20,5.0,Unknown,100.0
TRNR,Interactive Strength Inc.,2023-04-28,8.0,Consumer Cyclical,100.0
KVUE,Kenvue Inc.,2023-05-04,22.0,Consumer Defensive,100.0
SLRN,Solar 18 Corporation,2023-05-05,18.0,Unknown,100.0
ATS,ATS Corporation,2023-05-25,41.0,Industrials,100.0
ATMU,Atmus Filtration Technologies Inc.,2023-05-26,19.5,Consumer Cyclical,100.0
CAVA,"CAVA Group, Inc.",2023-06-15,22.0,Consumer Cyclical,100.0
BOF,BranchOut Food Inc.,2023-06-16,6.0,Consumer Defensive,100.0
AZTR,"Azitra, Inc.",2023-06-16,5.0,Healthcare,100.0
GENK,"GEN Restaurant Group, Inc.",2023-06-28,12.0,Consumer Cyclical,100.0
SVV,"Savers Value Village, Inc.",2023-06-29,18.0,Consumer Cyclical,100.0
KGS,"Kodiak Gas Services, Inc.",2023-06-29,16.0,Energy,100.0
FIHL,Fidelis Insurance Holdings Limited,2023-06-29,14.0,Financial Services,100.0
VTMX,"CorporaciÃ³n Inmobiliaria Vesta, S.A.B. de C.V.",2023-06-30,31.0,Real Estate,100.0
INTS,"Intensity Therapeutics, Inc.",2023-06-30,5.0,Healthcare,100.0
PWM,Power Metals Corp.,2023-07-06,5.0,Unknown,100.0
SXTP,"60 Degrees Pharmaceuticals, Inc.",2023-07-12,5.3,Healthcare,100.0
SGMT,Sagimet Biosciences Inc.,2023-07-14,16.0,Healthcare,100.0
APGE,"Apogee Therapeutics, Inc.",2023-07-14,17.0,Healthcare,100.0
ODD,Oddity Tech Ltd.,2023-07-19,35.0,Consumer Defensive,100.0
TSBX,Turnstone Biologics Corp.,2023-07-21,12.0,Unknown,100.0
ELWS,"Earlyworks Co., Ltd.",2023-07-25,5.0,Unknown,100.0
SRFM,Surf Air Mobility Inc.,2023-07-27,20.0,Industrials,100.0
PXDT,"Pixie Dust Technologies, Inc.",2023-08-01,9.0,Unknown,100.0
MIRA,"MIRA Pharmaceuticals, Inc.",2023-08-03,7.0,Healthcare,100.0
NRXS,"NeurAxis, Inc.",2023-08-09,6.0,Healthcare,100.0
LQR,LQR House Inc.,2023-08-10,5.0,Unknown,100.0
SRM,SRM Contractors Limited,2023-08-15,5.0,Unknown,100.0
NWGL,CL Workshop Group Limited,2023-09-12,9.0,Basic Materials,100.0
SPPL,Simpple Ltd.,2023-09-13,5.25,Industrials,100.0
ARM,Arm Holdings plc,2023-09-14,51.0,Technology,100.0
RYZB,"RayzeBio, Inc.",2023-09-15,18.0,Unknown,100.0
NMRA,"Neumora Therapeutics, Inc.",2023-09-15,17.0,Healthcare,100.0
CART,Maplebear Inc.,2023-09-19,30.0,Consumer Cyclical,100.0
KVYO,"Klaviyo, Inc.",2023-09-20,30.0,Technology,100.0
MDBH,"MDB Capital Holdings, LLC",2023-09-21,12.0,Financial Services,100.0
TURB,"Turbo Energy, S.A.",2023-09-22,5.0,Technology,100.0
LRE,"Lead Real Estate Co., Ltd",2023-09-27,7.0,Real Estate,100.0
VSME,VS MEDIA Holdings Limited,2023-09-28,5.0,Communication Services,100.0
ANL,Adlai Nortye Ltd.,2023-09-29,23.0,Healthcare,100.0
GMM,Global Mofy AI Limited,2023-10-10,5.0,Technology,100.0
BIRK,Birkenstock Holding plc,2023-10-11,46.0,Consumer Cyclical,100.0
NCL,Northann Corp.,2023-10-19,5.0,Consumer Cyclical,100.0
MNR,Mach Natural Resources LP,2023-10-25,19.0,Energy,100.0
LXEO,"Lexeo Therapeutics, Inc.",2023-11-03,11.0,Healthcare,100.0
HG,"Hamilton Insurance Group, Ltd.",2023-11-10,15.0,Financial Services,100.0
CRGX,"CARGO Therapeutics, Inc.",2023-11-10,15.0,Unknown,100.0
SHIM,Shimmick Corporation,2023-11-14,7.0,Industrials,100.0
SGN,"Signing Day Sports, Inc.",2023-11-14,5.0,Technology,100.0
RR,Richtech Robotics Inc.,2023-11-17,5.0,Industrials,100.0
DDC,DDC Enterprise Limited,2023-11-17,8.5,Consumer Defensive,100.0
FEBO,Fenbo Holdings Limited,2023-11-30,5.0,Technology,100.0
ZKH,ZKH Group Limited,2023-12-15,15.5,Consumer Cyclical,100.0
